,review,label
478,"even hero story rediscovers passion life , mood remains oddly detached",0
479,deepa mehta provides accessible introduction well intelligent observations success bollywood western world,1
480,cheap scam put together cynical creeps revolution studios imagine entertainment make suckers surrender <number> <number> minutes unrecoverable life,0
481,come close exciting,0
482,"' hellish , numbing experience watch , n't offer insights n't thoroughly debated media already , back dahmer heyday mid ' <number>",0
483,film hampered predictable plot paper thin supporting characters,0
484,standard guns versus martial arts cliche little new added,1
485,noble failure,0
486,much see horrible ' also undeniably exceedingly clever,1
487,' comedic moment romantic comedy,0
488,rock pile set,0
489,"hook drama within drama , unsolved murder unresolved moral conflict jockey spotlight",1
490,muddle splashed bloody beauty vivid scorsese ever given us,1
491,marinated clich mawkish dialogue,0
492,"movie , certain scene particular , brought uncomfortably close losing lunch",0
493,"addition gluing edge seat , changing lanes also film freshness , imagination insight",1
494,"end , film feels homogenized bit contrived , ' looking back tattered ugly past rose tinted glasses",0
495,frequent allusions gurus doshas strike westerners verging mumbo jumbo broad streaks common sense emerge unimpeachable clarity,1
496,"movie hardly masterpiece , mark ms bullock ' best work time",1
497,"unless come film skateboard arm , ' going feel like n't invited party",0
498,energetic engaging film never pretends something n't,1
499,compelling story musical passion governmental odds,1
500,rumor angels n't slip avalanches forced fuzziness,0
501,mindless yet impressively lean spinoff last summer ' bloated effects fest mummy returns,1
502,' needed badly virtually absent either saving dark humor feel poetic tragedy,0
503,stone seems knack wrapping theater cold blanket urban desperation,0
504,` alice ' adventure looking glass zombie land ' filled strange wonderful creatures,1
505,late marriage face family drama black comedy filled raw emotions conveying despair love,1
506,remember,1
507,thoroughly enjoyable,1
508,begins like docu drama builds multi character story flourish,1
509,"best comedy concert movie ' seen since cho ' previous concert comedy film , ' one want , <number>",1
510,' end moved,1
511,"' yet find actual vietnam war combat movie actually produced either north south vietnamese , least ' got something pretty damn close",1
512,"' quite tasteful look , attention process tends little fleeing",0
513,visual spectacle full stunning images effects,1
514,' always fascinating watch marker essayist work,1
515,"film , despite gratuitous cinematic distractions impressed upon , still good fun",1
516,"even characters acting horribly , always sympathetic",1
517,narc menace atmosphere,0
518,simply enough interest onscreen sustain seventy minute running time,0
519,lrb stevens rrb stoked make important film human infidelity happenstance tosses kitchen sink onto story already overladen plot conceits,0
520,kurys seems intimidated subject matter period trappings debut venture heritage business,0
521,"dabbles around , never gaining much momentum",0
522,"unique n't necessarily equate good , matter admirably filmmakers gone broke",0
523,"rare documentary incorporates much human experience drama , conflict , tears surprise transcends normal divisions fiction nonfiction film",1
524,"hashiguchi covers territory wit originality , suggesting fourth feature first released u major director emerging world cinema",1
525,"lrb reno rrb lets radical flag fly , taking angry potshots george w bush , henry kissinger , larry king , et al , reno devolves laugh free lecture",0
526,never capitalizes concept opts breezy amateurish feel school special subject tolerance,0
527,"despite visual virtuosity , ` naqoyqatsi ' banal message choice material convey",0
528,"filmmaking may bit disjointed , subject matter fascinating wo n't care",1
529,paul bettany cool,1
530,"collateral damage trash , earns extra points acting n't",0
531,' anchored splendid performances honored screen veteran sparkling newcomer instantly transform believable mother daughter pair,1
532,one small problem expecting entire exercise real point,0
533,"' got wildly popular vin diesel equation , adds big box office bucks guaranteed",1
534,problem ' really funny,0
535,"one hour photo may seem disappointing generalities , ' little nuances perhaps escape director mark romanek ' self conscious scrutiny happen , finally get skin",0
536,modestly surprising movie,1
537,' impossible indulge fanciful daydreams janice beard lrb eileen walsh rrb real life persona charmless vacant,0
538,"movie traces mr brown ' athletic exploits , impossible awed power grace one greatest natural sportsmen modern times",1
539,"others , remind hong kong action cinema still alive kicking",1
540,"tiny little jokes nary original idea , sappy ethnic sleeper proves blockbusters pollute summer movie pool",0
541,"confuses message ultimate desire please , contorting idea expectation last thing three actresses , characters , deserve",0
542,"' fine , focused piece work reopens interesting controversy never succumbs sensationalism",1
543,heartening tale small victories enduring hope,1
544,franchise spawned single good film,0
545,"taut , sobering film",1
546,ear splitting exercise formula crash bash action,0
547,everyone involved seems coasting,0
548,sets romantic comedy apart hollywood romantic comedies low key way tackling seems like done death material,1
549,"claims sort bad guys good , essential problem",0
550,"surprisingly , film hilarious adventure shamelessly enjoyed",1
551,"woo much right make huge action sequence director , long filmmakers copy ` ` saving private ryan ' ' battle scenes realizing steven spielberg got right first time ?",0
552,"although starts bad feel like running screaming , eventually works way merely bad rather painfully awful",0
553,makes <number> minutes feel like three hours,0
554,"entire point shaggy dog story , course , goes nowhere , classic nowheresville every sense",0
555,"shame writer director vicente aranda making florid biopic mad queens , obsessive relationships , rampant adultery dull",0
556,"spinning web dazzling entertainment may overstating , ` ` spider man ' ' certainly delivers goods",1
557,"like hanks character , ' slow study action stilted tabloid energy embalmed",0
558,poignant lyricism runs balzac little chinese seamstress transforms story love culture cinematic poem,1
559,"funny way makes ache sadness lrb way chekhov funny rrb , profound without ever self important , warm without ever succumbing sentimentality",1
560,"paul bettany good ultra violent gangster wannabe , movie certainly number <number>",0
561,verdict two bodies hardly laugh,0
562,"x <elong> , diesel rare creature action hero table manners , one proves elegance tattoo deep",1
563,strong directorial stamp every frame stylish film able visualize schizophrenia still confident enough step back look sick character sane eye,1
